fecha,clae3,w_median
2009-04-01,811,1875
2009-04-01,812,1381
2009-04-01,813,1525
2009-04-01,821,1674
2009-04-01,822,1599
2009-04-01,823,2154
2009-04-01,829,2149
2009-04-01,851,1842
2009-04-01,852,1646
2009-04-01,853,1004
2009-04-01,854,1511
2009-04-01,855,1507
2009-04-01,861,2572
2009-04-01,862,1700
2009-04-01,863,2276
2009-04-01,864,2378
2009-04-01,869,2314
2009-04-01,870,1901
2009-04-01,880,1808
2009-04-01,900,1392
2009-04-01,910,1979
2009-04-01,920,2500
2009-04-01,931,2093
2009-04-01,939,1164
2009-04-01,941,2500
2009-04-01,942,2801
2009-04-01,949,2251
2009-04-01,951,2178
2009-04-01,952,1759
2009-04-01,960,1426
2009-04-01,999,3740
2009-05-01,11,1523
2009-05-01,12,1339
2009-05-01,13,2149
2009-05-01,14,1637
2009-05-01,16,939
2009-05-01,17,1687
2009-05-01,21,1565
2009-05-01,22,1113
2009-05-01,24,1366
2009-05-01,31,3315
2009-05-01,32,1702
2009-05-01,51,7287
2009-05-01,61,8995
2009-05-01,62,10000
2009-05-01,71,-99
2009-05-01,72,5082
2009-05-01,81,2386
2009-05-01,89,2338
2009-05-01,91,7556
2009-05-01,99,2685
2009-05-01,101,2581
2009-05-01,102,2614
2009-05-01,103,2019
2009-05-01,104,3754
2009-05-01,105,4181
2009-05-01,106,2889
2009-05-01,107,2151
2009-05-01,108,2451
2009-05-01,109,2645
2009-05-01,110,3422
2009-05-01,120,3095
2009-05-01,131,2063
2009-05-01,139,1944
2009-05-01,141,1827
2009-05-01,142,1651
2009-05-01,143,1738
2009-05-01,149,1767
2009-05-01,151,2517
2009-05-01,152,1947
2009-05-01,161,1382
2009-05-01,162,1839
2009-05-01,170,3058
2009-05-01,181,2523
2009-05-01,182,3825
2009-05-01,191,2825
2009-05-01,192,4093
2009-05-01,201,3864
2009-05-01,202,3366
2009-05-01,203,2253
2009-05-01,204,4333
2009-05-01,210,4263
2009-05-01,221,2416
2009-05-01,222,2679
2009-05-01,231,3230
2009-05-01,239,2372
2009-05-01,241,4041
2009-05-01,242,3976
2009-05-01,243,2350
2009-05-01,251,1844
2009-05-01,252,2397
2009-05-01,259,2134
2009-05-01,261,1949
2009-05-01,262,2340
2009-05-01,263,2962
2009-05-01,264,5397
2009-05-01,265,2455
2009-05-01,266,2445
2009-05-01,267,2464
2009-05-01,268,-99
2009-05-01,271,2740
2009-05-01,272,2031
2009-05-01,273,2895
2009-05-01,274,1866
2009-05-01,275,2334
2009-05-01,279,2183
2009-05-01,281,2611
2009-05-01,282,2247
2009-05-01,291,5148
2009-05-01,292,2198
2009-05-01,293,2705
2009-05-01,301,2017
2009-05-01,302,3154
2009-05-01,303,5760
2009-05-01,309,2258
2009-05-01,310,1927
2009-05-01,321,1774
2009-05-01,322,1910
2009-05-01,323,1902
2009-05-01,324,2101
2009-05-01,329,2209
2009-05-01,331,2341
2009-05-01,332,2051
2009-05-01,351,5274
2009-05-01,352,5569
2009-05-01,360,4476
2009-05-01,370,2733
2009-05-01,381,4100
2009-05-01,382,2475
2009-05-01,390,2637
2009-05-01,410,1559
2009-05-01,421,2855
2009-05-01,422,2147
2009-05-01,429,2180
2009-05-01,431,2269
2009-05-01,432,1792
2009-05-01,433,1385
2009-05-01,439,2017
2009-05-01,451,2579
2009-05-01,452,2002
2009-05-01,453,2254
2009-05-01,454,2182
2009-05-01,461,2298
2009-05-01,462,2246
2009-05-01,463,2248
2009-05-01,464,2422
2009-05-01,465,2609
2009-05-01,466,2367
2009-05-01,469,2446
2009-05-01,471,2427
2009-05-01,472,1604
2009-05-01,473,2236
2009-05-01,474,2187
2009-05-01,475,2287
2009-05-01,476,2182
2009-05-01,477,2101
2009-05-01,478,1460
2009-05-01,479,1517
2009-05-01,491,4289
2009-05-01,492,3278
2009-05-01,493,7255
2009-05-01,501,5034
2009-05-01,502,4743
2009-05-01,511,6667
2009-05-01,512,4194
2009-05-01,521,1437
2009-05-01,522,2756
2009-05-01,523,2926
2009-05-01,524,2984
2009-05-01,530,3146
2009-05-01,551,2251
2009-05-01,552,1650
2009-05-01,561,1398
2009-05-01,562,1911
2009-05-01,581,2915
2009-05-01,591,2345
2009-05-01,592,2160
2009-05-01,601,2138
2009-05-01,602,4198
2009-05-01,611,4386
2009-05-01,612,3795
2009-05-01,613,3092
2009-05-01,614,3352
2009-05-01,619,3500
2009-05-01,620,3588
2009-05-01,631,3232
2009-05-01,639,4697
2009-05-01,641,6120
2009-05-01,642,3125
2009-05-01,643,2314
2009-05-01,649,2869
2009-05-01,651,3382
2009-05-01,652,4067
2009-05-01,653,4591
2009-05-01,661,3313
2009-05-01,662,2197
2009-05-01,663,3502
2009-05-01,681,2124
2009-05-01,682,2073
2009-05-01,691,1687
2009-05-01,692,2171
2009-05-01,702,2084
2009-05-01,711,1860
2009-05-01,712,2900
2009-05-01,721,3681
2009-05-01,722,2331
2009-05-01,731,2448
2009-05-01,732,2600
2009-05-01,741,1685
2009-05-01,742,1892
2009-05-01,749,1795
2009-05-01,750,1419
2009-05-01,771,3076
2009-05-01,772,1773
2009-05-01,773,2427
2009-05-01,774,4042
2009-05-01,780,1823
2009-05-01,791,2340
2009-05-01,801,1811
2009-05-01,811,1934
2009-05-01,812,1396
2009-05-01,813,1514
2009-05-01,821,1906
2009-05-01,822,1916
2009-05-01,823,2115
2009-05-01,829,2275
2009-05-01,851,1816
2009-05-01,852,1620
2009-05-01,853,1026
2009-05-01,854,1545
2009-05-01,855,1314
2009-05-01,861,2545
2009-05-01,862,1717
2009-05-01,863,2292
2009-05-01,864,2423
2009-05-01,869,2330
2009-05-01,870,1901
2009-05-01,880,1895
2009-05-01,900,1582
2009-05-01,910,2009
2009-05-01,920,2625
2009-05-01,931,2167
2009-05-01,939,1182
2009-05-01,941,2619
2009-05-01,942,2852
2009-05-01,949,2281
2009-05-01,951,2253
2009-05-01,952,1818
2009-05-01,960,1496
2009-05-01,999,3764
2009-06-01,11,2206
2009-06-01,12,1739
2009-06-01,13,2872
2009-06-01,14,2406
2009-06-01,16,1121
2009-06-01,17,2248
2009-06-01,21,2231
2009-06-01,22,1392
2009-06-01,24,1837
2009-06-01,31,4506
2009-06-01,32,2551
2009-06-01,51,11660
2009-06-01,61,11412
2009-06-01,62,14031
2009-06-01,72,7388
2009-06-01,81,3444
2009-06-01,89,3638
2009-06-01,91,12510
2009-06-01,99,3517
2009-06-01,101,3708
2009-06-01,102,3804
2009-06-01,103,2820
2009-06-01,104,5661
2009-06-01,105,6657
2009-06-01,106,4259
2009-06-01,107,3165
2009-06-01,108,3793
2009-06-01,109,3441
2009-06-01,110,4853
2009-06-01,120,4739
2009-06-01,131,3228
2009-06-01,139,2955
2009-06-01,141,2606
2009-06-01,142,2334
2009-06-01,143,2689
2009-06-01,149,2079
2009-06-01,151,3570
2009-06-01,152,2800
2009-06-01,161,1905
2009-06-01,162,2569
2009-06-01,170,4524
2009-06-01,181,3651
2009-06-01,182,6378
2009-06-01,191,4125
2009-06-01,192,5881
2009-06-01,201,5800
2009-06-01,202,4990
2009-06-01,203,3450
2009-06-01,204,5916
2009-06-01,210,6694
2009-06-01,221,3720
2009-06-01,222,3912
2009-06-01,231,4598
2009-06-01,239,3365
2009-06-01,241,6089
2009-06-01,242,6442
2009-06-01,243,3415
2009-06-01,251,2610
2009-06-01,252,3559
2009-06-01,259,3107
2009-06-01,261,2824
2009-06-01,262,3265
2009-06-01,263,4141
2009-06-01,264,7387
2009-06-01,265,3532
2009-06-01,266,3512
2009-06-01,267,3555
2009-06-01,268,-99
2009-06-01,271,4085
2009-06-01,272,3151
2009-06-01,273,4236
2009-06-01,274,2766
2009-06-01,275,3462
2009-06-01,279,3049
2009-06-01,281,3731
2009-06-01,282,3264
2009-06-01,291,7825
2009-06-01,292,3205
2009-06-01,293,4096
2009-06-01,301,2727
2009-06-01,302,4764
2009-06-01,303,9706
2009-06-01,309,3372
2009-06-01,310,2778
2009-06-01,321,2666
2009-06-01,322,2790
2009-06-01,323,2640
2009-06-01,324,3038
2009-06-01,329,3122
2009-06-01,331,3415
2009-06-01,332,2503
2009-06-01,351,7532
2009-06-01,352,7291
2009-06-01,360,6412
2009-06-01,370,3970
2009-06-01,381,5590
2009-06-01,382,3519
2009-06-01,390,3693
2009-06-01,410,1930
2009-06-01,421,3832
2009-06-01,422,2868
2009-06-01,429,2928
2009-06-01,431,3117
2009-06-01,432,2401
2009-06-01,433,1795
2009-06-01,439,2691
2009-06-01,451,3821
2009-06-01,452,2892
2009-06-01,453,3214
2009-06-01,454,3090
2009-06-01,461,3311
2009-06-01,462,3157
2009-06-01,463,3188
2009-06-01,464,3369
2009-06-01,465,3661
2009-06-01,466,3315
2009-06-01,469,3384
2009-06-01,471,3448
2009-06-01,472,2202
2009-06-01,473,3379
2009-06-01,474,3114
2009-06-01,475,3233
2009-06-01,476,3041
2009-06-01,477,2926
2009-06-01,478,2020
2009-06-01,479,2002
2009-06-01,491,5390
2009-06-01,492,4585
2009-06-01,493,10818
2009-06-01,501,7041
2009-06-01,502,7025
2009-06-01,511,8979
2009-06-01,512,5827
2009-06-01,521,1801
2009-06-01,522,3790
2009-06-01,523,4169
2009-06-01,524,4206
2009-06-01,530,4814
2009-06-01,551,3264
2009-06-01,552,2200
2009-06-01,561,1979
2009-06-01,562,2621
2009-06-01,581,4323
2009-06-01,591,3225
2009-06-01,592,3034
2009-06-01,601,3107
2009-06-01,602,6066
2009-06-01,611,6536
2009-06-01,612,5893
2009-06-01,613,3494
2009-06-01,614,5645
2009-06-01,619,5188
2009-06-01,620,5030
2009-06-01,631,4717
2009-06-01,639,6771
2009-06-01,641,9082
2009-06-01,642,4027
2009-06-01,643,3466
2009-06-01,649,4146
2009-06-01,651,5107
2009-06-01,652,5832
2009-06-01,653,6879
2009-06-01,661,4774
2009-06-01,662,3133
2009-06-01,663,6115
2009-06-01,681,3032
2009-06-01,682,3015
2009-06-01,691,2345
2009-06-01,692,3070
2009-06-01,702,2887
2009-06-01,711,2524
2009-06-01,712,4199
2009-06-01,721,5450
2009-06-01,722,3315
2009-06-01,731,3301
2009-06-01,732,3764
2009-06-01,741,2292
2009-06-01,742,2637
2009-06-01,749,2576
2009-06-01,750,2067
2009-06-01,771,4298
2009-06-01,772,2420
2009-06-01,773,3400
2009-06-01,774,5594
2009-06-01,780,1988
2009-06-01,791,3207
2009-06-01,801,2522
2009-06-01,811,2722
2009-06-01,812,1834
2009-06-01,813,2280
2009-06-01,821,2533
2009-06-01,822,2572
2009-06-01,823,3157
2009-06-01,829,3028
2009-06-01,851,2518
2009-06-01,852,2234
2009-06-01,853,1345
2009-06-01,854,2114
2009-06-01,855,1812
2009-06-01,861,3735
2009-06-01,862,2368
2009-06-01,863,3375
2009-06-01,864,3550
2009-06-01,869,3424
2009-06-01,870,2761
2009-06-01,880,2629
2009-06-01,900,2357
2009-06-01,910,2892
2009-06-01,920,3754
2009-06-01,931,3170
2009-06-01,939,1648
2009-06-01,941,3865
2009-06-01,942,4307
2009-06-01,949,3411
2009-06-01,951,3149
2009-06-01,952,2588
2009-06-01,960,2066
2009-06-01,999,4747
2009-07-01,11,1549
2009-07-01,12,1436
2009-07-01,13,2128
2009-07-01,14,1643
2009-07-01,16,1219
2009-07-01,17,1542
2009-07-01,21,1576
2009-07-01,22,1001
2009-07-01,24,1327
2009-07-01,31,3092
2009-07-01,32,1941
2009-07-01,51,8726
2009-07-01,61,9345
2009-07-01,62,10000
2009-07-01,71,-99
2009-07-01,72,4986
2009-07-01,81,2512
2009-07-01,89,2546
2009-07-01,91,9536
2009-07-01,99,2754
2009-07-01,101,2733
2009-07-01,102,2668
2009-07-01,103,2206
2009-07-01,104,3909
2009-07-01,105,4221
2009-07-01,106,2916
2009-07-01,107,2352
2009-07-01,108,2734
2009-07-01,109,2397
2009-07-01,110,3365
2009-07-01,120,3448
2009-07-01,131,2472
2009-07-01,139,2274
2009-07-01,141,1966
2009-07-01,142,1682
2009-07-01,143,2138
2009-07-01,149,2038
2009-07-01,151,2961
2009-07-01,152,2093
2009-07-01,161,1433
2009-07-01,162,1928
2009-07-01,170,3165
2009-07-01,181,2571
2009-07-01,182,4316
2009-07-01,191,2950
2009-07-01,192,4355
2009-07-01,201,4226
2009-07-01,202,3550
2009-07-01,203,2537
2009-07-01,204,4200
2009-07-01,210,4855
2009-07-01,221,2578
2009-07-01,222,2906
2009-07-01,231,3104
2009-07-01,239,2567
2009-07-01,241,4882
2009-07-01,242,4547
2009-07-01,243,2546
2009-07-01,251,1990
2009-07-01,252,2396
2009-07-01,259,2286
2009-07-01,261,2110
2009-07-01,262,2329
2009-07-01,263,2613
2009-07-01,264,5491
2009-07-01,265,2535
2009-07-01,266,2476
2009-07-01,267,2454
2009-07-01,268,-99
2009-07-01,271,2828
2009-07-01,272,2593
2009-07-01,273,3113
2009-07-01,274,2001
2009-07-01,275,2492
2009-07-01,279,2259
2009-07-01,281,2735
2009-07-01,282,2400
2009-07-01,291,5129
2009-07-01,292,2373
2009-07-01,293,3026
2009-07-01,301,2130
2009-07-01,302,3251
2009-07-01,303,7134
2009-07-01,309,2315
2009-07-01,310,2070
2009-07-01,321,1949
2009-07-01,322,2245
2009-07-01,323,2067
2009-07-01,324,2272
2009-07-01,329,2295
2009-07-01,331,2536
2009-07-01,332,2052
2009-07-01,351,5424
2009-07-01,352,4735
2009-07-01,360,4712
2009-07-01,370,2789
2009-07-01,381,4378
2009-07-01,382,2651
2009-07-01,390,2796
2009-07-01,410,1628
2009-07-01,421,3025
2009-07-01,422,2349
2009-07-01,429,2422
2009-07-01,431,2410
2009-07-01,432,1897
2009-07-01,433,1441
2009-07-01,439,2204
2009-07-01,451,2652
2009-07-01,452,2093
2009-07-01,453,2243
2009-07-01,454,2179
2009-07-01,461,2324
2009-07-01,462,2243
2009-07-01,463,2241
2009-07-01,464,2333
2009-07-01,465,2562
2009-07-01,466,2296
2009-07-01,469,2349
2009-07-01,471,2377
2009-07-01,472,1623
2009-07-01,473,2456
2009-07-01,474,2180
2009-07-01,475,2245
2009-07-01,476,2162
2009-07-01,477,2150
2009-07-01,478,1532
2009-07-01,479,1391
2009-07-01,491,4212
2009-07-01,492,3400
2009-07-01,493,7003
2009-07-01,501,4938
2009-07-01,502,4937
2009-07-01,511,6015
2009-07-01,512,4178
2009-07-01,521,1590
2009-07-01,522,2695
2009-07-01,523,3099
2009-07-01,524,3135
2009-07-01,530,3626
2009-07-01,551,2381
2009-07-01,552,1703
2009-07-01,561,1483
2009-07-01,562,2154
2009-07-01,581,3044
2009-07-01,591,2478
2009-07-01,592,2201
2009-07-01,601,2168
2009-07-01,602,4240
2009-07-01,611,5083
2009-07-01,612,3961
2009-07-01,613,2890
2009-07-01,614,3594
2009-07-01,619,3550
2009-07-01,620,3614
2009-07-01,631,3236
2009-07-01,639,5000
2009-07-01,641,6379
2009-07-01,642,3125
2009-07-01,643,2314
2009-07-01,649,2926
2009-07-01,651,3559
2009-07-01,652,4600
2009-07-01,653,4912
2009-07-01,661,3141
2009-07-01,662,2183
2009-07-01,663,3731
2009-07-01,681,2171
2009-07-01,682,2162
2009-07-01,691,1700
2009-07-01,692,2166
2009-07-01,702,2152
2009-07-01,711,1962
2009-07-01,712,3012
2009-07-01,721,3801
2009-07-01,722,2426
2009-07-01,731,2445
2009-07-01,732,2622
2009-07-01,741,1806
2009-07-01,742,1886
2009-07-01,749,2000
2009-07-01,750,1419
2009-07-01,771,3121
2009-07-01,772,1785
2009-07-01,773,2435
2009-07-01,774,3672
2009-07-01,780,1418
2009-07-01,791,2352
2009-07-01,801,2173
2009-07-01,811,1893
2009-07-01,812,1493
2009-07-01,813,1698
2009-07-01,821,1797
2009-07-01,822,1738
2009-07-01,823,2201
2009-07-01,829,2279
2009-07-01,851,1818
2009-07-01,852,1624
2009-07-01,853,992
2009-07-01,854,1552
2009-07-01,855,1231
2009-07-01,861,2586
2009-07-01,862,1730
2009-07-01,863,2292
2009-07-01,864,2462
2009-07-01,869,2346
2009-07-01,870,1874
2009-07-01,880,1853
2009-07-01,900,2008
2009-07-01,910,2108
2009-07-01,920,2630
2009-07-01,931,2255
2009-07-01,939,1213
2009-07-01,941,2684
2009-07-01,942,2989
2009-07-01,949,2401
2009-07-01,951,2228
2009-07-01,952,1909
2009-07-01,960,1588
2009-07-01,999,3864
2009-08-01,11,1546
2009-08-01,12,1416
2009-08-01,13,2131
2009-08-01,14,1643
2009-08-01,16,1155
2009-08-01,17,1517
2009-08-01,21,1568
2009-08-01,22,1061
2009-08-01,24,1330
2009-08-01,31,3369
2009-08-01,32,1865
2009-08-01,51,8910
2009-08-01,61,10000
2009-08-01,62,10000
2009-08-01,71,-99
2009-08-01,72,5176
2009-08-01,81,2507
2009-08-01,89,2500
2009-08-01,91,8315
2009-08-01,99,2487
2009-08-01,101,2648
2009-08-01,102,2684
2009-08-01,103,2162
2009-08-01,104,3855
2009-08-01,105,4206
2009-08-01,106,2959
2009-08-01,107,2387
2009-08-01,108,2747
2009-08-01,109,2278
2009-08-01,110,3393
2009-08-01,120,3703
2009-08-01,131,2284
2009-08-01,139,2154
2009-08-01,141,1912
2009-08-01,142,1811
2009-08-01,143,1935
2009-08-01,149,1914
2009-08-01,151,2817
2009-08-01,152,2012
2009-08-01,161,1473
2009-08-01,162,1948
2009-08-01,170,3204
2009-08-01,181,2579
2009-08-01,182,4230
2009-08-01,191,2620
2009-08-01,192,4392
2009-08-01,201,4148
2009-08-01,202,3557
2009-08-01,203,2252
2009-08-01,204,4225
2009-08-01,210,4759
2009-08-01,221,2633
2009-08-01,222,2790
2009-08-01,231,3227
2009-08-01,239,2580
2009-08-01,241,5247
2009-08-01,242,4600
2009-08-01,243,2624
2009-08-01,251,2052
2009-08-01,252,2752
2009-08-01,259,2363
2009-08-01,261,2187
2009-08-01,262,2365
2009-08-01,263,2803
2009-08-01,264,6828
2009-08-01,265,2654
2009-08-01,266,2530
2009-08-01,267,2557
2009-08-01,268,-99
2009-08-01,271,2974
2009-08-01,272,2453
2009-08-01,273,3086
2009-08-01,274,2053
2009-08-01,275,2694
2009-08-01,279,2373
2009-08-01,281,2854
2009-08-01,282,2531
2009-08-01,291,5436
2009-08-01,292,2459
2009-08-01,293,3038
2009-08-01,301,2045
2009-08-01,302,3488
2009-08-01,303,5398
2009-08-01,309,2414
2009-08-01,310,2080
2009-08-01,321,2000
2009-08-01,322,2209
2009-08-01,323,2299
2009-08-01,324,2172
2009-08-01,329,2280
2009-08-01,331,2513
2009-08-01,332,2076
2009-08-01,351,5703
2009-08-01,352,5304
2009-08-01,360,4847
2009-08-01,370,2765
2009-08-01,381,4417
2009-08-01,382,2588
2009-08-01,390,2713
2009-08-01,410,1601
2009-08-01,421,2987
2009-08-01,422,2325
2009-08-01,429,2368
2009-08-01,431,2390
2009-08-01,432,1888
2009-08-01,433,1421
2009-08-01,439,2131
2009-08-01,451,2678
2009-08-01,452,2092
2009-08-01,453,2238
2009-08-01,454,2178
2009-08-01,461,2336
2009-08-01,462,2245
2009-08-01,463,2242
2009-08-01,464,2338
2009-08-01,465,2593
2009-08-01,466,2295
2009-08-01,469,2368
2009-08-01,471,2373
2009-08-01,472,1647
2009-08-01,473,2481
2009-08-01,474,2191
2009-08-01,475,2244
2009-08-01,476,2160
2009-08-01,477,2163
2009-08-01,478,1565
2009-08-01,479,1392
2009-08-01,491,4233
2009-08-01,492,3409
2009-08-01,493,7293
2009-08-01,501,5305
2009-08-01,502,5278
2009-08-01,511,5971
2009-08-01,512,4241
2009-08-01,521,1570
2009-08-01,522,2747
2009-08-01,523,3109
2009-08-01,524,3186
2009-08-01,530,3614
2009-08-01,551,2436
2009-08-01,552,1793
2009-08-01,561,1539
2009-08-01,562,2300
2009-08-01,581,3019
2009-08-01,591,2583
2009-08-01,592,2203
2009-08-01,601,2375
2009-08-01,602,4911
2009-08-01,611,4852
2009-08-01,612,3920
2009-08-01,613,3093
2009-08-01,614,3348
2009-08-01,619,3555
2009-08-01,620,3653
2009-08-01,631,3226
2009-08-01,639,4457
2009-08-01,641,6596
2009-08-01,642,3103
2009-08-01,643,2188
2009-08-01,649,2878
2009-08-01,651,3613
2009-08-01,652,4525
2009-08-01,653,5810
2009-08-01,661,3209
2009-08-01,662,2184
2009-08-01,663,3965
2009-08-01,681,2175
2009-08-01,682,2169
2009-08-01,691,1715
2009-08-01,692,2163
2009-08-01,702,2156
2009-08-01,711,1929
2009-08-01,712,3012
2009-08-01,721,3787
2009-08-01,722,2452
2009-08-01,731,2410
2009-08-01,732,2681
2009-08-01,741,1358
2009-08-01,742,1953
2009-08-01,749,2026
2009-08-01,750,1419
2009-08-01,771,3194
2009-08-01,772,1882
2009-08-01,773,2419
2009-08-01,774,3621
2009-08-01,780,1954
2009-08-01,791,2349
2009-08-01,801,2175
2009-08-01,811,2033
2009-08-01,812,1597
2009-08-01,813,1715
2009-08-01,821,1768
2009-08-01,822,1764
2009-08-01,823,2184
2009-08-01,829,2287
2009-08-01,851,1816
2009-08-01,852,1628
2009-08-01,853,949
2009-08-01,854,1554
2009-08-01,855,1172
2009-08-01,861,2711
2009-08-01,862,1800
2009-08-01,863,2439
2009-08-01,864,2621
2009-08-01,869,2444
2009-08-01,870,1993
2009-08-01,880,1844
2009-08-01,900,1998
2009-08-01,910,2166
2009-08-01,920,2660
2009-08-01,931,2250
2009-08-01,939,1280
2009-08-01,941,2702
2009-08-01,942,2997
2009-08-01,949,2430
2009-08-01,951,2229
2009-08-01,952,1888
2009-08-01,960,1608
2009-08-01,999,3908
2009-09-01,11,1515
2009-09-01,12,1432
2009-09-01,13,2199
2009-09-01,14,1643
2009-09-01,16,783
2009-09-01,17,1536
2009-09-01,21,1571
2009-09-01,22,1062
2009-09-01,24,1253
2009-09-01,31,3461
2009-09-01,32,1941
2009-09-01,51,8894
2009-09-01,61,10000
2009-09-01,62,10000
2009-09-01,71,-99
2009-09-01,72,5192
2009-09-01,81,2582
2009-09-01,89,2478
2009-09-01,91,10000
2009-09-01,99,2900
2009-09-01,101,2662
2009-09-01,102,2647
2009-09-01,103,2191
2009-09-01,104,4081
2009-09-01,105,4201
2009-09-01,106,3038
2009-09-01,107,2382
2009-09-01,108,2663
2009-09-01,109,2346
2009-09-01,110,3506
2009-09-01,120,4190
2009-09-01,131,2306
2009-09-01,139,2183
2009-09-01,141,1981
2009-09-01,142,1815
2009-09-01,143,1996
2009-09-01,149,2025
2009-09-01,151,2801
2009-09-01,152,2209
2009-09-01,161,1461
2009-09-01,162,1973
2009-09-01,170,3260
2009-09-01,181,2629
2009-09-01,182,4332
2009-09-01,191,2939
2009-09-01,192,4441
2009-09-01,201,4160
2009-09-01,202,3608
2009-09-01,203,2360
2009-09-01,204,4485
2009-09-01,210,4857
2009-09-01,221,2745
2009-09-01,222,2857
2009-09-01,231,3191
2009-09-01,239,2624
2009-09-01,241,4802
2009-09-01,242,5008
2009-09-01,243,2821
2009-09-01,251,2163
2009-09-01,252,2673
2009-09-01,259,2541
2009-09-01,261,2425
2009-09-01,262,2399
2009-09-01,263,2989
2009-09-01,264,6429
2009-09-01,265,2823
2009-09-01,266,2646
2009-09-01,267,2539
2009-09-01,268,-99
2009-09-01,271,3159
2009-09-01,272,2362
2009-09-01,273,3287
2009-09-01,274,2184
2009-09-01,275,2960
2009-09-01,279,2487
2009-09-01,281,3012
2009-09-01,282,2696
2009-09-01,291,6224
2009-09-01,292,2695
2009-09-01,293,3307
2009-09-01,301,2123
2009-09-01,302,3642
2009-09-01,303,5392
2009-09-01,309,2500
2009-09-01,310,2129
2009-09-01,321,2125
2009-09-01,322,2219
2009-09-01,323,2185
2009-09-01,324,2234
2009-09-01,329,2356
2009-09-01,331,2764
2009-09-01,332,2395
2009-09-01,351,6075
2009-09-01,352,5290
2009-09-01,360,4760
2009-09-01,370,2833
2009-09-01,381,4359
2009-09-01,382,2610
2009-09-01,390,2648
2009-09-01,410,1590
2009-09-01,421,2977
2009-09-01,422,2322
2009-09-01,429,2373
2009-09-01,431,2397
2009-09-01,432,1950
2009-09-01,433,1409
2009-09-01,439,2133
2009-09-01,451,2680
2009-09-01,452,2190
2009-09-01,453,2294
2009-09-01,454,2222
2009-09-01,461,2386
2009-09-01,462,2283
2009-09-01,463,2279
2009-09-01,464,2393
2009-09-01,465,2653
2009-09-01,466,2338
2009-09-01,469,2404
2009-09-01,471,2411
2009-09-01,472,1665
2009-09-01,473,2415
2009-09-01,474,2217
2009-09-01,475,2289
2009-09-01,476,2214
2009-09-01,477,2186
2009-09-01,478,1537
2009-09-01,479,1411
2009-09-01,491,4644
2009-09-01,492,3495
2009-09-01,493,7541
2009-09-01,501,5214
2009-09-01,502,5268
2009-09-01,511,5952
2009-09-01,512,4249
2009-09-01,521,1780
2009-09-01,522,2779
2009-09-01,523,3157
2009-09-01,524,3258
2009-09-01,530,3609
2009-09-01,551,2397
2009-09-01,552,1820
2009-09-01,561,1473
2009-09-01,562,2220
2009-09-01,581,3088
2009-09-01,591,2536
2009-09-01,592,2163
2009-09-01,601,2283
2009-09-01,602,4494
2009-09-01,611,6048
2009-09-01,612,4064
2009-09-01,613,3143
2009-09-01,614,3373
2009-09-01,619,3622
2009-09-01,620,3740
2009-09-01,631,3300
2009-09-01,639,5000
2009-09-01,641,6416
2009-09-01,642,3430
2009-09-01,643,2285
2009-09-01,649,2931
2009-09-01,651,3643
2009-09-01,652,4562
2009-09-01,653,7300
2009-09-01,661,3271
2009-09-01,662,2232
2009-09-01,663,3971
2009-09-01,681,2200
2009-09-01,682,2197
2009-09-01,691,1730
2009-09-01,692,2193
2009-09-01,702,2184
2009-09-01,711,1970
2009-09-01,712,3083
2009-09-01,721,3814
2009-09-01,722,2420
2009-09-01,731,2409
2009-09-01,732,2768
2009-09-01,741,1607
2009-09-01,742,1889
2009-09-01,749,1905
2009-09-01,750,1419
2009-09-01,771,3297
2009-09-01,772,1952
2009-09-01,773,2430
2009-09-01,774,3532
2009-09-01,780,1976
2009-09-01,791,2372
2009-09-01,801,2145
2009-09-01,811,1907
2009-09-01,812,1692
2009-09-01,813,1581
2009-09-01,821,1877
2009-09-01,822,1781
2009-09-01,823,2000
2009-09-01,829,2300
2009-09-01,851,1816
2009-09-01,852,1608
2009-09-01,853,1043
2009-09-01,854,1578
2009-09-01,855,906
2009-09-01,861,2832
2009-09-01,862,1894
2009-09-01,863,2598
2009-09-01,864,2738
2009-09-01,869,2557
2009-09-01,870,2106
2009-09-01,880,1871
2009-09-01,900,1911
2009-09-01,910,2161
2009-09-01,920,2598
2009-09-01,931,2247
2009-09-01,939,1184
2009-09-01,941,2725
2009-09-01,942,3028
2009-09-01,949,2459
2009-09-01,951,2258
2009-09-01,952,1996
2009-09-01,960,1611
2009-09-01,999,4082
2009-10-01,11,1526
2009-10-01,12,1416
2009-10-01,13,2363
2009-10-01,14,1685
2009-10-01,16,494
2009-10-01,17,1557
2009-10-01,21,1649
2009-10-01,22,1143
2009-10-01,24,1308
2009-10-01,31,4033
2009-10-01,32,1822
2009-10-01,51,9169
2009-10-01,61,9828
2009-10-01,62,10000
2009-10-01,72,5198
2009-10-01,81,2783
2009-10-01,89,2597
2009-10-01,91,10302
2009-10-01,99,2950
2009-10-01,101,2865
2009-10-01,102,2915
2009-10-01,103,2211
2009-10-01,104,4373
2009-10-01,105,4321
2009-10-01,106,3114
2009-10-01,107,2464
2009-10-01,108,2644
2009-10-01,109,2406
2009-10-01,110,3626
2009-10-01,120,3905
2009-10-01,131,2449
2009-10-01,139,2271
2009-10-01,141,2129
2009-10-01,142,2007
2009-10-01,143,2096
2009-10-01,149,2206
2009-10-01,151,3059
2009-10-01,152,2399
2009-10-01,161,1530
2009-10-01,162,2102
2009-10-01,170,3416
